codigo,Linha_Atual_Ref,Denominacao_provisoria,Nivel_de_rede,Tipo_de_linha,Modelo_operacional
LAR-03-21-09,172K-10,Jd. Tremembe  -  Metrô Tatuapú,Local,Articulação Regional,Reforço Pico
LAR-03-21-10,172P-10,Vila Zilda  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-03-21-11,172R-10,Jaçanã  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-03-21-12,172Y-10,Vila Constança - Metrô Belúm,Local,Articulação Regional,Base
LAR-03-04-13,1738-10,Vila Cosntancia - Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-14,1741-10,Vila Dionisia  -  Metrô Santana,Local,Articulação Regional,Reforço Pico
LAR-03-04-15,1742-10,Jd. Antartica  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-16,1743-10,Jd. Pery Alto  -  Metro Santana,Local,Articulação Regional,Base
LAR-03-04-17,1744-10,Lauzane Paulista  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-18,1745-10,Vl.Nova Cachoeirinha  -  Shop. Center Norte,Local,Articulação Regional,Base
LAR-03-04-19,1756-10,Pedra Branca  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-20,1758-10,Jd. Antartica  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-21,1759-10,Jd. Pery  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-22,1759-41,Jd. Pery  -  Metrô Santana,Local,Articulação Regional,Reforço Pico
LAR-03-04-23,1760-10,Cohab Antartica  -  Shop. Center Norte,Local,Articulação Regional,Base
LAR-03-04-24,1775-10,Vila Albertina - Center Norte,Local,Articulação Regional,Base
LAR-03-04-25,1783-10,Cachoeira  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-26,1785-10,Vila Aurora - Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-27,1786-10,Vila Albertina  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-28,1787-10,Vila Marieta  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-29,1788-10,Jd. Fontalis  -  Metrô Santana,Local,Articulação Regional,Base
LAR-03-04-30,1788-51,Jd. Campo Limpo  -  Metrô Santana,Local,Articulação Regional,Reforço Pico
LAR-03-04-31,178Y-10,Vila Amelia  -  Metrô Jd. São Paulo,Local,Articulação Regional,Base
LAR-03-01-32,2013-10,Cohab Antartica  -  Cachoeirinha,Local,Articulação Regional,Base
LAR-03-16-33,2014-10,Jardim Pery Alto - Metro Barra Funda,Local,Articulação Regional,Base
LAR-03-04-34,2025-10,Vila Nova Galvao  -  Santana,Local,Articulação Regional,Base
LAR-03-04-35,2026-10,Jacana  -  Pq. Novo Mundo,Local,Articulação Regional,Base
LAR-03-04-36,2740-10,Pedra Branca - Metrô Santana,Local,Articulação Regional,Base
LAR-03-01-37,9011-10,Estação Jaragua  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Base
LAR-03-20-38,9354-10,Terminal Cachoeirinha  -  Terminal Correio,Local,Articulação Regional,Base
LAR-03-16-39,975A-10,Vila Brasilandia  -  Metrô Barra Funda,Local,Articulação Regional,Base
LAR-03-08-40,,Metro Penha - Tucuruvi,Local,Articulação Regional,Base
LAR-03-04-41,172K-10,Jd. Tremembe  - T. V. Maria,Local,Articulação Regional,Base
LAR-04-20-01,1156-10,Vila Sabrina  -  Pca. do Correio,Local,Articulação Regional,Base
LAR-04-20-02,1156-31,Circular Vila Nadir,Local,Articulação Regional,Reforço Pico
LAR-04-03-03,118C-10,Jd. Pery Alto  -  Metrô Santana,Local,Articulação Regional,Base
LAR-04-20-04,119C-10,Vila Sabrina  -  Term.Princesa Isabel,Local,Articulação Regional,Base
LAR-04-16-05,138Y-10,Hosp. Cachoeirinha  -  Metrô Barra Funda,Local,Articulação Regional,Base
LAR-04-03-06,1720-10,Jd. Guanca  -  Cantareira,Local,Articulação Regional,Base
LAR-04-03-07,1722-10,Jd. Marina  -  Metrô Tucuruvi,Local,Articulação Regional,Base
LAR-04-21-08,172J-10,Jd. Brasil  -  Tatuape,Local,Articulação Regional,Base
LAR-04-21-09,172N-10,Shop. Center Norte  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-04-21-10,172N-21,Uninove - Metrô Belúm,Local,Articulação Regional,Reforço Pico
LAR-04-21-11,172X-10,Pq. Novo Mundo  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-04-03-12,1745-41,Unip (Vila Guilherme) -  Vila Nova Cachoeirinha,Local,Articulação Regional,Reforço Pico
LAR-04-16-13,175P-10,Metrô Santana  -  Metrô Barra Funda,Local,Articulação Regional,Base
LAR-04-03-14,1767-10,Edu Chaves  -  Metrô Tucuruvi,Local,Articulação Regional,Base
LAR-04-16-15,178T-10,Metrô Santana  -  Ceasa,Local,Articulação Regional,Base
LAR-04-20-16,2010-10,Jardim Brasil  -  Shopping D,Local,Articulação Regional,Base
LAR-04-03-17,2105-10,Jd. Filhos da Terra  - Metrô Santana,Local,Articulação Regional,Base
LAR-04-20-18,2161-10,Parque Edu Chaves  -  Praça Do Correio,Local,Articulação Regional,Base
LAR-04-20-19,2182-10,Jardim Brasil  -  Terminal Parque Dom Pedro,Local,Articulação Regional,Base
LAR-04-21-20,271F-10,Shop. Center Norte  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-04-16-21,297A-10,Limão  -  Metrô Barra Funda,Local,Articulação Regional,Base
LAR-04-20-22,9301-10,Term. Casa Verde  -  Paissandu,Local,Articulação Regional,Base
LAR-05-06-01,2022-10,Jd. dos Ipês - Term. A. E. Carvalho,Local,Articulação Regional,Base
LAR-05-06-02,2031-10,Cidade Kemel II  -  Term. A.E. Carvalho,Local,Articulação Regional,Base
LAR-05-21-03,2080-10,Cid. Kemel  -  Term. Aricanduva,Local,Articulação Regional,Base
LAR-05-06-04,2523-10,Vila Progresso - Term. Penha,Local,Articulação Regional,Base
LAR-05-21-05,2583-10,Vila Curuca  -  Term. Aricanduva,Local,Articulação Regional,Reforço Pico
LAR-05-07-06,263C-10,Jd. Helena - COHAB II,Local,Articulação Regional,Base
LAR-05-06-07,2702-10,Vila Americana - Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-05-07-08,2705-10,Jd. Fanganielo  -  Metrô Itaquera,Local,Articulação Regional,Base
LAR-05-07-09,2707-31,Chabilôndia - Metrô Itaquera,Local,Articulação Regional,Reforço Pico
LAR-05-07-10,2721-10,Jd. Nazarú - Metrô Itaquera,Local,Articulação Regional,Base
LAR-05-06-11,273G-10,Jd. Helena  -  Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-05-06-12,273J-10,Jd. Romano  -  Metrô Penha,Local,Articulação Regional,Base
LAR-05-08-13,273N-10,Cidade Kemel II - Metrô Vila Matilde,Local,Articulação Regional,Base
LAR-05-08-14,273N-41,Itaim Paulista - Metrô Vila Matilde,Local,Articulação Regional,Reforço Pico
LAR-05-06-15,273R-10,Jd. Robru  -  Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-05-07-16,273R-42,Jd. Robru  -  Metrô Itaquera,Local,Articulação Regional,Reforço Pico
LAR-05-06-17,273X-10,Jd. Das Oliveiras  -  Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-05-06-18,2756-10,Guaianazes  -  Metrô Patriarca,Local,Articulação Regional,Base
LAR-05-07-19,2766-10,Jd. Camargo Velho - Metrô Itaquera,Local,Articulação Regional,Reforço Pico
LAR-05-07-20,2766-41,Jd. Indaia  -  Metrô Itaquera,Local,Articulação Regional,Reforço Pico
LAR-05-07-21,2780-10,Jd. Camargo Novo  -  Metrô Itaquera,Local,Articulação Regional,Base
LAR-05-06-22,307C-10,Conj.Encosta Norte  -  Metrô Artur Alvim,Local,Articulação Regional,Reforço Pico
LAR-05-07-23,3574-31,Jd. Etelvina - E.T. Itaquera,Local,Articulação Regional,Reforço Pico
LAR-06-21-01,233C-10,Metrô Itaquera - CERET,Local,Articulação Regional,Base
LAR-06-20-02,2363-10,Jd. Danfer  -  Terminal Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-06-21-03,2435-10,Jd. Coimbra - Term. Aricanduva,Local,Articulação Regional,Base
LAR-06-21-04,2451-10,V. São Francisco - Term. Aricanduva,Local,Articulação Regional,Base
LAR-06-21-05,2590-10,União de Vila Nova - Term. Aricanduva,Local,Articulação Regional,Base
LAR-06-07-06,263J-10,Conj. José Bonifacio - Term. A. E. Carvalho,Local,Articulação Regional,Base
LAR-06-08-07,2718-10,Vila Silvia  -  Metrô Penha,Local,Articulação Regional,Base
LAR-06-08-08,2719-10,Ermelino Matarazzo  -  Metrô Vila Matilde,Local,Articulação Regional,Base
LAR-06-04-09,271A-10,Term. Penha  -  Metrô Santana,Local,Articulação Regional,Base
LAR-06-07-10,2723-10,União de Vila Nova - Metrô Itaquera,Local,Articulação Regional,Base
LAR-06-08-11,2728-10,Jd. do Castelo  -  Metrô Penha,Local,Articulação Regional,Base
LAR-06-06-12,2732-10,Metrô Artur Alvim  -  Vila Regina (Circular),Local,Articulação Regional,Base
LAR-06-07-13,2733-10,Pq. Guarani  -  Metrô Itaquera,Local,Articulação Regional,Base
LAR-06-08-14,2735-10,Jd. Keralux  -  Metrô Penha,Local,Articulação Regional,Base
LAR-06-21-15,2762-10,Ermelino Matarazzo - Metrô Tatuapú,Local,Articulação Regional,Base
LAR-06-21-16,2765-10,Vila Cisper  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-06-21-17,3462-10,Vila Santana  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-06-21-18,3462-41,Jd. Vila Nova - Metrô Tatuapú,Local,Articulação Regional,Reforço Pico
LAR-06-07-19,3574-41,Vila Taquari  -  E. T. Itaquera,Local,Articulação Regional,Reforço Pico
LAR-06-06-20,374M-10,CPTM Ermelino Matarazzo  -  Metrô Itaquera,Local,Articulação Regional,Base
LAR-06-07-21,374V-10,Jd. Santana  -  Metrô Itaquera,Local,Articulação Regional,Base
LAR-07-05-01,2707-10,Chabilôndia - Metrô Itaquera,Local,Articulação Regional,Base
LAR-07-06-02,273L-10,CPTM José Bonifácio.  -  Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-07-08-03,3020-31,ET Itaquera - Shop. C. Aricanduva,Local,Articulação Regional,Reforço Pico
LAR-07-21-04,3053-10,Jd. Itapolis  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-07-20-05,3390-10,Term. S. Mateus  -  Term. Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-07-20-06,3686-10,Jardim São Paulo - Term. Pq. D. Pedro II,Local,Articulação Regional,Reforço Pico
LAR-07-07-07,3712-41,Jd. Sao Pedro  -  Metrô Itaquera,Local,Articulação Regional,Reforço Pico
LAR-07-08-08,3736-10,Jd. Nsa. Sra. Do Carmo  -  Metrô Artur Alvim,Local,Articulação Regional,Base
LAR-07-21-09,3745-10,Jd. Imperador  -  Tatuapú,Local,Articulação Regional,Base
LAR-07-08-10,4002-10,Guainazes - Term. Vila Carrão,Local,Articulação Regional,Base
LAR-07-08-11,4007-10,Cohab Juscelino  -  Term Vila Carrão,Local,Articulação Regional,Base
LAR-07-08-12,4008-10,Jardim Cibele  -  Term. Vila Carrão,Local,Articulação Regional,Base
LAR-07-08-13,4014-10,Jd. Vila Carrão  -  Term. Vila Carrão,Local,Articulação Regional,Base
LAR-07-06-14,403A-10,CPTM José Bonifácio - Term. Penha,Local,Articulação Regional,Base
LAR-07-06-15,407C-10,Inácio Monteiro - Penha,Local,Articulação Regional,Base
LAR-07-21-16,4E-08,Jd. Santo Andre  -  Metrô Carrão,Local,Articulação Regional,Reforço Pico
LAR-07-21-17,407F-10,Term. São Mateus  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-07-21-18,407G-10,Jd. Nova Vitoria  -  Metrô Carrão,Local,Articulação Regional,Base
LAR-07-21-19,407J-10,Jd. Soares  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-07-06-20,407L-10,Barro Branco  -  Metrô Guilhermina (Esper.),Local,Articulação Regional,Base
LAR-07-21-21,407W-10,Jd. Iv Centenário  -  Metrô Carrão,Local,Articulação Regional,Base
LAR-07-09-22,4E-08,Jardim Ester - Term. Sapopemba / Teotônio Vilela,Local,Articulação Regional,Base
LAR-07-20-23,4314-10,Inácio Monteiro - Term. Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-07-20-24,519M-10,São Mateus - Museu do Ipiranga,Local,Articulação Regional,Base
LAR-07-09-25,573T-21,Jd. Tietê - T. Sapopemba/Teotônio Vilela,Local,Articulação Regional,Reforço Pico
LAR-07-09-26,,T. São Mateus - T. Vila Prudente,Local,Articulação Regional,Base
LAR-08-21-01,3029-10,Jd. Das Rosas  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-08-21-02,3046-10,Vila Guarani  -  Tatuape,Local,Articulação Regional,Base
LAR-08-09-03,3134-10,Shop. Aricanduva  -  Metrô Tamanduateí,Local,Articulação Regional,Base
LAR-08-20-04,3161-10,Jd. Colorado  -  Term. Pq. D.Pedro II,Local,Articulação Regional,Base
LAR-08-06-05,342C-10,Jd. Marilia  -  Penha,Local,Articulação Regional,Base
LAR-08-21-06,3729-10,Shop. Aricanduva  -  Metrô Carrão,Local,Articulação Regional,Base
LAR-08-21-07,372U-10,Vila Santa Isabel  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-08-06-08,3731-10,Shop. Aricanduva  -  Metrô Vila Matilde,Local,Articulação Regional,Base
LAR-08-21-09,3763-10,Term. Vila Carrao  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-08-21-10,3778-10,Jd. Santa Terezinha  -  Metrô Carrão,Local,Articulação Regional,Base
LAR-08-21-11,407A-10,Shop. C.L.Aricanduva  -  Largo Da Concórdia,Local,Articulação Regional,Base
LAR-08-21-12,407I-10,Conj. Manoel da Nóbrega  -  Metrô Bresser,Local,Articulação Regional,Reforço Pico
LAR-08-20-13,4312-10,Jardim Marília - Term. Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-08-20-14,575C-10,Ipiranga - Vila Matias,Local,Articulação Regional,Base
LAR-09-07-01,213C-10,Vila California   - T. São Mateus,Local,Articulação Regional,Base
LAR-09-07-02,3054-10,Jardim Palanque - Hosp. Sapopemba,Local,Articulação Regional,Base
LAR-09-20-03,311C-10,Pq. São Lucas - Bom Retiro,Local,Articulação Regional,Base
LAR-09-20-04,314J-10,Santa Madalena  -  Pça Almeida Jr.,Local,Articulação Regional,Reforço Pico
LAR-09-20-05,314V-10,Vila Ema  -  Pça Almeida Jr.,Local,Articulação Regional,Base
LAR-09-08-06,364A-10,Term. Sapopemba - Shop. C. Aricanduva,Local,Articulação Regional,Reforço Pico
LAR-09-07-07,373T-10,Jardim Itápolis - Term. Vila Prudente,Local,Articulação Regional,Base
LAR-09-21-08,373T-10,Term. Vila Prudente - Metrô Bresser,Local,Articulação Regional,Base
LAR-09-21-09,3746-10,Jd. Imperador  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-09-21-10,3746-31,Jd. Imperador  -  Metrô Belúm,Local,Articulação Regional,Reforço Pico
LAR-09-21-11,3762-10,Jardim Iva  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-09-21-12,4025-10,Vila Califórnia  -  Metrô Tatuapú,Local,Articulação Regional,Base
LAR-09-07-13,4033-10,Jd. Guairacá - Nova Conquista,Local,Articulação Regional,Base
LAR-09-21-14,414P-10,Vila Industrial  - Metrô Tatuapú,Local,Articulação Regional,Base
LAR-09-21-15,4729-10,Pq. Bancario  -  Metrô Belúm,Local,Articulação Regional,Base
LAR-09-19-16,476G-10,Jardim Elba  -  Ibirapuera,Local,Articulação Regional,Base
LAR-09-21-17,507T-10,Term Sapopemba  -  Metrô Carrão,Local,Articulação Regional,Base
LAR-09-20-18,5144-10,T. Sapopemba/Teotônio Vilela - T. Princ. Isabel,Local,Articulação Regional,Base
LAR-09-20-19,5145-10,Term. Sapopemba -  Pca. Almeida Jr.,Local,Articulação Regional,Base
LAR-09-21-20,524L-10,Pq. Sao Lucas   -  Tatuape,Local,Articulação Regional,Base
LAR-09-08-21,524M-10,Mascarenhas de Morais  -  Shop. Aricanduva,Local,Articulação Regional,Base
LAR-09-21-22,573H-10,Hosp. Sapopemba  -  Metrô Bresser,Local,Articulação Regional,Base
LAR-09-21-23,573T-10,Term. Sapopemba -  Metrô Carrão,Local,Articulação Regional,Base
LAR-09-21-24,574R-10,Term. Sapopemba -  Metrô Belúm,Local,Articulação Regional,Base
LAR-09-21-25,575A-10,Div. São Caetano  -  Shop. Metrô Tatuapú,Local,Articulação Regional,Base
LAR-09-21-26,,T. Sapopemba - Teotônio - T. Penha,Local,Articulação Regional,Base
LAR-09-19-27,,T. Vila Prudente - Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-10-09-01,364A-10,Hosp. Ipiranga - Term. Sapopemba,Local,Articulação Regional,Base
LAR-10-19-02,4032-10,Vila das Merces  -  Objetivo UNIP,Local,Articulação Regional,Base
LAR-10-20-03,4114-10,Vila Gumercindo - Term. Pq. Dom Pedro II,Local,Articulação Regional,Base
LAR-10-20-04,4114-31,Vila Gumercindo - Term. Pq. Dom Pedro II,Local,Articulação Regional,Reforço Pico
LAR-10-19-05,4706-10,Jd. Maria Estela - Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-10-19-06,4708-10,Jardim Climax - Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-10-19-07,4709-10,Jd. São Saverio  -  Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-10-19-08,4716-10,Sacoma  -  Metrô Santa Cruz,Local,Articulação Regional,Base
LAR-10-19-09,4721-10,Shop. Plaza Sul - Praça da Árvore,Local,Articulação Regional,Base
LAR-10-19-10,4727-10,Jd. Climax  -  Metrô Pça. da Árvore,Local,Articulação Regional,Base
LAR-10-19-11,4732-10,Vila Livieiro - Metrô Saúde,Local,Articulação Regional,Base
LAR-10-19-12,4732-31,Vila Liviero  -  Metrô Saúde,Local,Articulação Regional,Reforço Pico
LAR-10-19-13,4734-10,Vila Moraes  -  Metrô Saúde,Local,Articulação Regional,Base
LAR-10-20-14,475R-10,Jardim São Savúrio - Term. Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-10-19-15,477U-10,Heliópolis  -  Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-10-20-16,5107-10,Term. Sacoma  -  Term. Correio,Local,Articulação Regional,Base
LAR-10-20-17,5108-10,Jd. Celeste  -  Term. Pq. D. Pedro II,Local,Articulação Regional,Base
LAR-10-21-18,513L-10,Term. Sacoma  -  Pq. Belem,Local,Articulação Regional,Base
LAR-10-19-19,5705-10,Term. Sacomã - Metrô Vila Mariana,Local,Articulação Regional,Base
LAR-11-18-01,5011-10,Eldorado  -  Santo Amaro,Local,Articulação Regional,Base
LAR-11-18-02,5013-10,Jd. Luso  -  Santo Amaro,Local,Articulação Regional,Base
LAR-11-18-03,5013-31,Jardim Miriam  -  Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-11-18-04,5024-10,Missionaria  -  Santo Amaro,Local,Articulação Regional,Base
LAR-11-18-05,5024-31,Missionaria  -  Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-11-19-06,5106-31,Jardim Selma - Metrô Ana Rosa,Local,Articulação Regional,Reforço Pico
LAR-11-18-07,517J-10,Jd. Selma  -  Berrini,Local,Articulação Regional,Base
LAR-11-18-08,527R-10,Vila Imperio  -  Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-11-18-09,546A-31,Jd. Apura  -  Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-11-18-10,546J-10,Jd. Selma  -  Sto. Amaro,Local,Articulação Regional,Base
LAR-11-18-11,546J-31,Jd. Selma  -  Sto. Amaro,Local,Articulação Regional,Reforço Pico
LAR-11-18-12,546L-10,Jd. Luso  -  Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-11-12-13,5652-10,Jd. Iv Centenario  -  Pça da Sé,Local,Articulação Regional,Base
LAR-11-18-14,5701-10,Metrô Conceição  -  Estacao Berrini,Local,Articulação Regional,Base
LAR-11-08-15,574J-10,Metrô Conceição  -  Term. V. Carrao,Local,Articulação Regional,Base
LAR-11-18-16,576C-10,Metrô Jabaquara  -  Term. Santo Amaro,Local,Articulação Regional,Base
LAR-11-17-17,576M-10,Jabaquara - Pinheiros,Local,Articulação Regional,Base
LAR-11-19-18,577T-10,Jd. Miriam  -  Metrô Ana Rosa,Local,Articulação Regional,Base
LAR-11-12-19,607A-10,Jd. Apurá - Socorro,Local,Articulação Regional,Base
LAR-11-20-20,6366-10,Jd. Miriam  -  Term. Bandeira,Local,Articulação Regional,Base
LAR-11-13-21,675Z-10,Terminal Guarapiranga  -  Metrô Jabaquara,Local,Articulação Regional,Base
LAR-11-12-22,695D-10,Jd. Sta. Barbara  -  Shopping Interlagos,Local,Articulação Regional,Base
LAR-11-16-23,875A-10,Aeroporto - Perdizes (via Aratãs),Local,Articulação Regional,Base
LAR-12-11-01,502J-10,Estacao Autodromo - Metro Conceicao,Local,Articulação Regional,Base
LAR-12-18-02,5317-10,Sesc (Orion) - Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-12-18-03,5632-10,Vila Sao Jose - Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-12-18-04,5632-51,Jardim Alpino - Terminal Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-12-18-05,6026-10,Jardim Icaraí - Term. Santo Amaro,Local,Articulação Regional,Base
LAR-12-18-06,6027-10,Jd. Grauna  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-12-18-07,6030-10,Unisa (Campus 1 até São José) -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-12-18-08,6062-51,Jd. Castro Alves  -  Terminal Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-12-18-09,6069-10,Jd. Sao Bernardo  -  Term. Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-12-18-10,6071-10,Jd. Orion  -  Term. Santo Amaro,Local,Articulação Regional,Base
LAR-12-18-11,6071-22,Jd. Primavera - Term. Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-12-11-12,6074-10,Jd. Gaivotas - Estação Jurubatuba,Local,Articulação Regional,Base
LAR-12-18-13,6076-10,Jd. Progresso  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-12-18-14,6076-41,Jd. Satelite II  -  Terminal Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-12-18-15,6091-10,Vargem Grande - Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-12-18-16,6118-10,Jd. Icarai  -  Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-12-18-17,637V-10,Parque America  -  Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-12-11-18,675G-10,Pq Res. Cocaia  -  Metrô Jabaquara,Local,Articulação Regional,Reforço Pico
LAR-12-11-19,675G-41,Jd. Castro Alves  -  Metrô Jabaquara,Local,Articulação Regional,Reforço Pico
LAR-12-11-20,675M-10,Centro Sesc  -  Shopping Interlagos,Local,Articulação Regional,Base
LAR-12-18-21,695H-10,Jd. Herplin - Terminal Santo Amaro,Local,Articulação Regional,Base
LAR-12-11-22,675G-10,Grajau  -  Metrô Jabaquara,Local,Articulação Regional,Base
LAR-13-20-01,5318-10,Chacara Santana  -  Praca da Se,Local,Articulação Regional,Reforço Pico
LAR-13-18-02,6007-10,Pq. Sto. Antonio  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-13-18-03,6008-10,Jd. Planalto  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-13-14-04,6012-10,Pque. Independência  - T. Jd. Ângela,Local,Articulação Regional,Base
LAR-13-18-05,6028-10,Riviera  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-13-18-06,6028-31,Riviera  -  Term. Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-13-14-07,6041-10,Jd. Jangadeiro  - T. Capelinha,Local,Articulação Regional,Base
LAR-13-18-08,6043-10,Jd. Capelinha  -  Term. Santo Amaro,Local,Articulação Regional,Base
LAR-13-14-09,6045-10,Valo Velho  - T. Capelinha,Local,Articulação Regional,Base
LAR-13-14-10,6049-10,Valo Velho  -  Terminal Capelinha,Local,Articulação Regional,Base
LAR-13-12-11,6099-10,Divisa de Embu Guaçu - Term. Grajaú,Local,Articulação Regional,Base
LAR-13-18-12,6258-10,Jd. Sao Francisco  -  Term. Santo Amaro,Local,Articulação Regional,Base
LAR-13-18-13,637R-10,Jd.Aracati  -  Terminal Sto Amaro,Local,Articulação Regional,Base
LAR-13-14-14,6475-10,Jd. Vaz De Lima  - T. Capelinha,Local,Articulação Regional,Base
LAR-13-14-15,647A-10,Valo Velho  - T. Capelinha,Local,Articulação Regional,Base
LAR-13-14-16,6823-10,Jd. Guaruja  -  Term. Capelinha,Local,Articulação Regional,Base
LAR-13-14-17,7001-10,Vila Gilda - Jd. Ângela,Local,Articulação Regional,Base
LAR-13-14-18,7005-51,Jd. Vera Cruz  -  Metrô Capão Redondo,Local,Articulação Regional,Reforço Pico
LAR-13-14-19,7006-51,Jd. Horizonte Azul  -  Metrô Capão Redondo,Local,Articulação Regional,Reforço Pico
LAR-13-18-20,7016-10,Jd. Angela  -  Term. Santo Amaro,Local,Articulação Regional,Base
LAR-13-18-21,7022-10,Jd.Caicara  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-13-18-22,7023-10,Jd. Nakamura  -  Term. Sto. Amaro,Local,Articulação Regional,Base
LAR-13-14-23,7049-10,Parque do Lago  -  Terminal Capão,Local,Articulação Regional,Base
LAR-13-14-24,7055-10,Jd. Guarujá  -  Term.Campo Limpo,Local,Articulação Regional,Base
LAR-14-13-01,6010-10,Chac. Santa Maria  -  Term. Guarapiranga,Local,Articulação Regional,Base
LAR-14-18-02,6039-10,Valo Velho  -  Santo Amaro,Local,Articulação Regional,Reforço Pico
LAR-14-17-03,6291-10,Inocoop Campo Limpo  -  Term. Bandeira,Local,Articulação Regional,Base
LAR-14-13-04,675V-10,Term. Capelinha  - Term. Guarapiranga,Local,Articulação Regional,Base
LAR-14-13-05,6804-10,Jd. Inga  -  Term. Joao Dias,Local,Articulação Regional,Base
LAR-14-13-06,6805-10,Term. Capelinha  -  Term. Joao Dias,Local,Articulação Regional,Base
LAR-14-13-07,6805-31,Terminal Capelinha  -  Terminal Joao Dias,Local,Articulação Regional,Reforço Pico
LAR-14-13-08,6806-10,Jd. Novo Oriente  -  Term. Joao Dias,Local,Articulação Regional,Base
LAR-14-18-09,6816-10,Jd. Mitsutani  -  Term. Capelinha,Local,Articulação Regional,Base
LAR-14-13-10,6836-10,Capao Redondo  -  Terminal Joao Dias,Local,Articulação Regional,Base
LAR-14-17-11,7013-10,Pq. Arariba  -  Pinheiros,Local,Articulação Regional,Base
LAR-14-13-12,7021-10,Jd. Maracá  -  Term. João Dias,Local,Articulação Regional,Base
LAR-14-17-13,7040-10,Paraisopolis  -  Pinheiros,Local,Articulação Regional,Base
LAR-14-13-14,745M-10,Campo Limpo  -  Terminal Guarapiranga,Local,Articulação Regional,Base
LAR-14-18-15,746P-10,Paraisopolis  -  Santo Amaro,Local,Articulação Regional,Base
LAR-14-18-16,807J-10,Term. Campo Limpo  -  Shopping Morumbi,Local,Articulação Regional,Base
LAR-14-16-17,809L-10,Campo Limpo - Lapa,Local,Articulação Regional,Base
LAR-14-13-18,,T. Campo Limpo - T. Jd. Ângela,Local,Articulação Regional,Base
LAR-15-17-01,6250-10,Jd. Jaqueline  - Pinheiros,Local,Articulação Regional,Base
LAR-15-20-02,702U-10,Butanta  (USP) - Term. Pq. D. Pedro II,Local,Articulação Regional,Base
